title,elite,url,author-name,author-url,r-count,time,page,rank,timestamp
抽奖｜谁懂，对二位都无感，但吃瓜吃到两点半，这条抽一个bb喝杯热红酒，折现30r，不要带无关队友出场哈,0,https://www.douban.com/group/topic/315018186/,Skiper,https://www.douban.com/people/172651164/,2047,12-14 18:06,3,17,2024-12-14 18:15:57
又一个体寒咖来了,0,https://www.douban.com/group/topic/315158363/,momo,https://www.douban.com/people/240024846/,219,12-14 18:06,3,18,2024-12-14 18:15:57
美团外卖神券怎么成四块钱了？！？！,0,https://www.douban.com/group/topic/314722706/,ENHYPEN-李沅禧,https://www.douban.com/people/279922011/,499,12-14 18:05,3,19,2024-12-14 18:15:57
说实话 隔壁给老冬提名的7 8个前男友,0,https://www.douban.com/group/topic/315152190/,咻咻咻,https://www.douban.com/people/168160407/,307,12-14 18:05,3,20,2024-12-14 18:15:57
如果你们磕的同性cp真在一起了怎么办,0,https://www.douban.com/group/topic/315182304/,momo,https://www.douban.com/people/266523579/,81,12-14 18:04,3,21,2024-12-14 18:15:57
宁艺卓没有这样的义务（被🍊重发）,0,https://www.douban.com/group/topic/305959386/,陶桃（去美国版,https://www.douban.com/people/268166681/,114,12-14 18:04,3,22,2024-12-14 18:15:57
进组承诺 抽奖🎟️ 抽2个顶帖的平分520R,0,https://www.douban.com/group/topic/315096698/,momo,https://www.douban.com/people/221304974/,3734,12-14 18:04,3,23,2024-12-14 18:15:57
xzz能不能分享点吃过的有用的保健品,0,https://www.douban.com/group/topic/315184035/,momo,https://www.douban.com/people/226124208/,8,12-14 18:04,3,24,2024-12-14 18:15:57
高中同校同届的女生被丈夫家暴,0,https://www.douban.com/group/topic/315163489/,not too late,https://www.douban.com/people/234385890/,548,12-14 18:04,3,25,2024-12-14 18:15:57
脱粉回踩的人性美只对老鳖吗？,0,https://www.douban.com/group/topic/315120614/,Serina,https://www.douban.com/people/225592682/,624,12-14 18:04,3,26,2024-12-14 18:15:57
【抽奖】这只最会跳舞的小耗子终于上了AOTM,0,https://www.douban.com/group/topic/315113762/,MAX 500,https://www.douban.com/people/234152790/,621,12-14 18:04,3,27,2024-12-14 18:15:57
抽奖｜近期追星活动一切顺利所愿皆成,0,https://www.douban.com/group/topic/315019933/,meeseeks,https://www.douban.com/people/a54321024068/,679,12-14 18:04,3,28,2024-12-14 18:15:57
其他团是璀璨下坡路，JYP的团怎么从兔到击到稠密都是一下子光速flop了,0,https://www.douban.com/group/topic/315176972/,momo,https://www.douban.com/people/226157723/,53,12-14 18:03,3,29,2024-12-14 18:15:57
【抽10个5.2】tfhc一直不接我来这发吧，llm和吒冬粉丝都可以给我投,0,https://www.douban.com/group/topic/315123206/,momo,https://www.douban.com/people/55930395/,807,12-14 18:03,3,30,2024-12-14 18:15:57
🍠有博主实地打卡了符2聚餐餐厅,0,https://www.douban.com/group/topic/315163077/,K_hachiiii,https://www.douban.com/people/199768125/,296,12-14 18:03,4,6,2024-12-14 18:16:00
稠密亲自下场偷的哈，别光说公司,0,https://www.douban.com/group/topic/315170703/,momo,https://www.douban.com/people/xhjdjebmzjs/,176,12-14 18:03,4,7,2024-12-14 18:16:00
💦不爱发生活动态的友友，你们出去旅游了会发动态吗？,0,https://www.douban.com/group/topic/315180886/,苏百闻鸡起舞,https://www.douban.com/people/201642638/,72,12-14 18:02,4,8,2024-12-14 18:16:00
已开兑10位中奖1不符条件1开一键防护找不到人| 抽5个宝宝跟我一起分享发现新cp的喜悦,0,https://www.douban.com/group/topic/315123785/,非速读玻片,https://www.douban.com/people/201889343/,518,12-14 18:02,4,9,2024-12-14 18:16:00
选秀原创曲里哪首是最好听的？,0,https://www.douban.com/group/topic/315168856/,苹果中国,https://www.douban.com/people/borntobedie/,101,12-14 18:02,4,10,2024-12-14 18:16:00
🐾【抽奖】3个42.3r 给我担去去晦气🐾,0,https://www.douban.com/group/topic/315122529/,momo,https://www.douban.com/people/280418395/,1135,12-14 18:02,4,11,2024-12-14 18:16:00
桑园这个帖子🈴跑也来倒油了啊啊啊啊,0,https://www.douban.com/group/topic/315170457/,momo,https://www.douban.com/people/263778899/,419,12-14 18:02,4,12,2024-12-14 18:16:00
直到弹劾表决通过才发泡泡快拍祝贺的艺人好鸡贼,0,https://www.douban.com/group/topic/315182083/,nono,https://www.douban.com/people/132527519/,12,12-14 18:01,4,13,2024-12-14 18:16:00
好美,0,https://www.douban.com/group/topic/315152534/,凛東序曲,https://www.douban.com/people/cxkbaby/,31,12-14 18:01,4,14,2024-12-14 18:16:00
aespa抖音目前毫发无损,0,https://www.douban.com/group/topic/315151575/,豆友285042755,https://www.douban.com/people/285042755/,77,12-14 18:01,4,15,2024-12-14 18:16:00
【接投稿】符6台北场说国家原视频,0,https://www.douban.com/group/topic/315178085/,乖乖隆地洞,https://www.douban.com/people/210211468/,74,12-14 18:01,4,16,2024-12-14 18:16:00
不知道大家有没有看到 冬天地库,0,https://www.douban.com/group/topic/315176623/,吃吃包子,https://www.douban.com/people/193881816/,164,12-14 18:00,4,17,2024-12-14 18:16:00
gxxl是不是糊了,0,https://www.douban.com/group/topic/315184325/,Melomelo,https://www.douban.com/people/144939787/,,12-14 18:00,4,18,2024-12-14 18:16:00
我觉得爻最有星味的是爻贝,0,https://www.douban.com/group/topic/315148271/,ittin_n,https://www.douban.com/people/goodenough0201/,66,12-14 18:00,4,19,2024-12-14 18:16:00
给前夫的嫂子花了很多钱还被甩脸了怎么办，。。「内附吒冬超绝签售」,0,https://www.douban.com/group/topic/315137851/,不知道叫什么好,https://www.douban.com/people/243399761/,372,12-14 18:00,4,20,2024-12-14 18:16:00
【抽奖】🎉庆祝BSS即将于明年一月份回归，并有可能参加gd新节目（等官宣）,0,https://www.douban.com/group/topic/315136522/,momo,https://www.douban.com/people/208620247/,481,12-14 17:59,4,21,2024-12-14 18:16:00
芙heya的时候都在骂 现在到男宝了 反而静了,0,https://www.douban.com/group/topic/315175491/,拿铁不加奶,https://www.douban.com/people/189061388/,92,12-14 17:59,4,22,2024-12-14 18:16:00
关于隔壁🉐嘘恋爱瓜的一点补充（疑似偷偷藏不住  请xzz重新阅读主楼）,0,https://www.douban.com/group/topic/315132878/,Lovegood,https://www.douban.com/people/nightynight7/,351,12-14 17:58,4,23,2024-12-14 18:16:00
一人说一个有年代感的花名,0,https://www.douban.com/group/topic/315160987/,momo,https://www.douban.com/people/220056972/,165,12-14 17:58,4,24,2024-12-14 18:16:00
再逢世实时进榜了,0,https://www.douban.com/group/topic/315182361/,站住别跑,https://www.douban.com/people/187661222/,14,12-14 17:58,4,25,2024-12-14 18:16:00
老天奶，我要被美晕了🥰,0,https://www.douban.com/group/topic/315140070/,幼稚完了吗z,https://www.douban.com/people/203788706/,105,12-14 17:57,4,26,2024-12-14 18:16:00
雪允怎么长成这样子了,0,https://www.douban.com/group/topic/315131436/,不爱吃土豆🥔,https://www.douban.com/people/255288617/,230,12-14 17:57,4,27,2024-12-14 18:16:00
迟到的小组年度总结报告,0,https://www.douban.com/group/topic/315157771/,好运热水瓶,https://www.douban.com/people/219136655/,170,12-14 17:57,4,28,2024-12-14 18:16:00
两折，主办方真的不会赔到内裤都没吗？,0,https://www.douban.com/group/topic/315181328/,momo,https://www.douban.com/people/156346402/,19,12-14 17:56,4,29,2024-12-14 18:16:00
恩静线下anti符赘的视频🈶,0,https://www.douban.com/group/topic/315183354/,鹅bonbon,https://www.douban.com/people/248246474/,9,12-14 17:56,4,30,2024-12-14 18:16:00
说到谈恋爱被骂我就想到溾里面的ak了,0,https://www.douban.com/group/topic/315177946/,momo,https://www.douban.com/people/238021345/,42,12-14 17:56,5,6,2024-12-14 18:16:04
【吴世勋美图楼】当你乘坐着风在我的世界降落,0,https://www.douban.com/group/topic/309537733/,TXT-坂田银时,https://www.douban.com/people/244677668/,1235,12-14 17:56,5,7,2024-12-14 18:16:04
皮出的官娃。。。。。,0,https://www.douban.com/group/topic/315183104/,崔英宰六男一,https://www.douban.com/people/276888568/,34,12-14 17:54,5,8,2024-12-14 18:16:04
泰国和澳门哪里更好玩,0,https://www.douban.com/group/topic/315174133/,jayk骡临,https://www.douban.com/people/232681997/,58,12-14 17:54,5,9,2024-12-14 18:16:04
⚠️lets 椅学❗️你见过咒队友只能活到明年的男爱豆吗。。。。,0,https://www.douban.com/group/topic/315158386/,メロメロ,https://www.douban.com/people/240478184/,97,12-14 17:54,5,10,2024-12-14 18:16:04
迷档符吒芙 超话上上签,0,https://www.douban.com/group/topic/315088806/,mono,https://www.douban.com/people/226516675/,20,12-14 17:54,5,11,2024-12-14 18:16:04
星船给我道歉.,0,https://www.douban.com/group/topic/315184039/,momo,https://www.douban.com/people/247036595/,,12-14 17:54,5,12,2024-12-14 18:16:04
吒3金玟庭出道至今以个人名义出的歌够发两张专辑了，不同算法14-20首,0,https://www.douban.com/group/topic/315179463/,朝天空开炮💣,https://www.douban.com/people/223282438/,22,12-14 17:54,5,13,2024-12-14 18:16:04
笑得我,0,https://www.douban.com/group/topic/315184002/,三倍厚抹加濃,https://www.douban.com/people/XII260828267/,,12-14 17:53,5,14,2024-12-14 18:16:04
被用中文🐎听不懂的脏话和闻二手烟哪个对身体危害更大🥹😣,0,https://www.douban.com/group/topic/315183881/,那咋了☝🏻,https://www.douban.com/people/254925376/,1,12-14 17:51,5,15,2024-12-14 18:16:04
谁被anti了 有视频吗,0,https://www.douban.com/group/topic/315183702/,momo,https://www.douban.com/people/198807589/,5,12-14 17:51,5,16,2024-12-14 18:16:04
李泳知是著名🇰🇷战狼？,0,https://www.douban.com/group/topic/315161191/,Burgundy,https://www.douban.com/people/Jofrain/,117,12-14 17:50,5,17,2024-12-14 18:16:04
稠密是怎么突然flop的,0,https://www.douban.com/group/topic/315180312/,momo,https://www.douban.com/people/FANWEII/,75,12-14 17:49,5,18,2024-12-14 18:16:04
【持更】吒柳的另一面，点进来看看吧,0,https://www.douban.com/group/topic/305643033/,布luuu,https://www.douban.com/people/277679598/,296,12-14 17:49,5,19,2024-12-14 18:16:04
前几天还看到有人吹这些抖音团播的妆造好 结果都是模仿kpop的,0,https://www.douban.com/group/topic/315177954/,momo,https://www.douban.com/people/255967510/,8,12-14 17:49,5,20,2024-12-14 18:16:04
五六代男在韩国最火的是谁啊 单人,0,https://www.douban.com/group/topic/308844237/,momo,https://www.douban.com/people/261137274/,1274,12-14 17:49,5,21,2024-12-14 18:16:04
稠密全员solo首日成绩出炉，人气排名符合你的预期吗（八连 not in 前一千不如,0,https://www.douban.com/group/topic/315177142/,momo,https://www.douban.com/people/261137274/,156,12-14 17:49,5,22,2024-12-14 18:16:04
迷solo曲日本iTunes和line music实时数据一览，各成员日本人气在你的想象中吗,0,https://www.douban.com/group/topic/315155723/,momo,https://www.douban.com/people/149078104/,75,12-14 17:48,5,23,2024-12-14 18:16:04
稠密solo的melon空降成绩，人气在你意料之中吗,0,https://www.douban.com/group/topic/315136192/,momo,https://www.douban.com/people/261137274/,135,12-14 17:48,5,24,2024-12-14 18:16:04
跨火盆。。QQ音乐你够6的。。用我账号给肖战买水几个意思啊。。。,0,https://www.douban.com/group/topic/315144275/,momo,https://www.douban.com/people/263422384/,338,12-14 17:47,5,25,2024-12-14 18:16:04
ehp敢不敢明天就宣港澳,0,https://www.douban.com/group/topic/315070614/,黑山老凤凰,https://www.douban.com/people/157094888/,13,12-14 17:47,5,26,2024-12-14 18:16:04
组外代发（含抽奖）】🆕脱粉回踩！,0,https://www.douban.com/group/topic/315135973/,momomomomomo,https://www.douban.com/people/Nov27/,617,12-14 17:47,5,27,2024-12-14 18:16:04
肯定就是恩静anti的啊,0,https://www.douban.com/group/topic/315183287/,鹅bonbon,https://www.douban.com/people/248246474/,12,12-14 17:45,5,28,2024-12-14 18:16:04
⚠️宝宝们推荐一下质量好的20寸行李箱,0,https://www.douban.com/group/topic/315134837/,momo,https://www.douban.com/people/283800017/,21,12-14 17:45,5,29,2024-12-14 18:16:04
我不觉得是恩静anti的winter,0,https://www.douban.com/group/topic/315183533/,那咋了☝🏻,https://www.douban.com/people/254925376/,3,12-14 17:44,5,30,2024-12-14 18:16:04
李涛，日本配信not in，line和iTunes除一人低位in其他人都not in可以吹日红吗？,0,https://www.douban.com/group/topic/315182265/,momo,https://www.douban.com/people/266472990/,11,12-14 17:41,6,6,2024-12-14 18:16:07
稠密个人solo预告数据拉表（队内+对比档1solo）,0,https://www.douban.com/group/topic/314795093/,momo,https://www.douban.com/people/269539481/,122,12-14 17:40,6,7,2024-12-14 18:16:07
其实qsj也挺可怜的,0,https://www.douban.com/group/topic/315183313/,包包面女仔,https://www.douban.com/people/174114571/,1,12-14 17:38,6,8,2024-12-14 18:16:07
对比稠密美芙太惨了，真是恨女的世界,0,https://www.douban.com/group/topic/315183040/,Tutu,https://www.douban.com/people/254863172/,5,12-14 17:36,6,9,2024-12-14 18:16:07
既然恩静舍得线下anti嫂子,0,https://www.douban.com/group/topic/315183034/,酱酱仔！,https://www.douban.com/people/183715377/,15,12-14 17:36,6,10,2024-12-14 18:16:07
有没有给糊逼做机翻中字的xzz 一起交流,0,https://www.douban.com/group/topic/315175955/,想不到吧,https://www.douban.com/people/191046659/,7,12-14 17:35,6,11,2024-12-14 18:16:07
男团首小时点赞多少算韩红啊,0,https://www.douban.com/group/topic/315179394/,momo,https://www.douban.com/people/223330183/,29,12-14 17:34,6,12,2024-12-14 18:16:07
💦生活）我真服了刚刚突然领导打过一个电话发紧急任务，我干了半个多小时给领导发了坨💩（初稿）然后他让我上司去干了,0,https://www.douban.com/group/topic/315183139/,momo,https://www.douban.com/people/200163831/,,12-14 17:33,6,13,2024-12-14 18:16:07
给将太郎澄清一下，将太郎AOTM舞台没有注水,0,https://www.douban.com/group/topic/315165468/,酱酱仔！,https://www.douban.com/people/183715377/,15,12-14 17:32,6,14,2024-12-14 18:16:07
五代格局：档迷对家 盒符对家,0,https://www.douban.com/group/topic/315180590/,jayk骡临,https://www.douban.com/people/232681997/,15,12-14 17:28,6,15,2024-12-14 18:16:07
jeanzforfree取个什么新花名好呢,0,https://www.douban.com/group/topic/315176182/,👌,https://www.douban.com/people/yjndqs/,42,12-14 17:27,6,16,2024-12-14 18:16:07
有没有不潮也不算太土的男爱豆啊,0,https://www.douban.com/group/topic/315175774/,♠,https://www.douban.com/people/IDO000000/,24,12-14 17:25,6,17,2024-12-14 18:16:07
所以newjeans是彻底解约成功了吗,0,https://www.douban.com/group/topic/315179507/,momo,https://www.douban.com/people/263171509/,25,12-14 17:21,6,18,2024-12-14 18:16:07
公司会给冬天买热搜卖惨吗,0,https://www.douban.com/group/topic/315177733/,权🍐的游戏,https://www.douban.com/people/275234973/,19,12-14 17:18,6,19,2024-12-14 18:16:07
有什么二刷的有意思的剧/电影吗,0,https://www.douban.com/group/topic/315176288/,momo,https://www.douban.com/people/276273937/,31,12-14 17:14,6,20,2024-12-14 18:16:07
不是欧美人找老公到底啥标准啊，男同居然是最不惊讶的……,0,https://www.douban.com/group/topic/315152120/,未注销,https://www.douban.com/people/217688734/,162,12-14 17:13,6,21,2024-12-14 18:16:07
怎么看麻婆吹麻子solo hot100五代男第一,0,https://www.douban.com/group/topic/315181445/,momo,https://www.douban.com/people/HEAISEVERYTHING/,20,12-14 17:12,6,22,2024-12-14 18:16:07
水烟姐在地下车库被骂了,0,https://www.douban.com/group/topic/315177289/,伐困告了,https://www.douban.com/people/Cas14/,160,12-14 17:10,6,23,2024-12-14 18:16:07
以后吒符还会拍cha吗,0,https://www.douban.com/group/topic/315181637/,沈泉rain,https://www.douban.com/people/161333968/,14,12-14 17:07,6,24,2024-12-14 18:16:07
谁说mzn跑完了,0,https://www.douban.com/group/topic/315140443/,momo,https://www.douban.com/people/264836945/,90,12-14 17:07,6,25,2024-12-14 18:16:07
